userid,catid,rating
13585,1196,6
13585,12916,1
722814,19633,1
1316404,5782,2
1316404,11881,6
1739645,4516,4
1739645,18102,2
3712118,1674,2
3712118,1728,2
6018140,18265,4
7121818,3131,2
7121818,3190,6
7403813,12433,2
7648891,3651,5
7648891,12899,1
8568143,10746,4
8966931,4341,2
8966931,3524,7
10118394,12332,1
11464524,17383,4
11464524,4516,4
11464524,18265,20
11464524,4628,4
12866691,12370,2
13426183,9258,2
13427181,17489,3
14596154,3651,2
16103352,7354,8
16103352,3309,2
16103352,18265,2
17087265,7378,6
17171674,8144,4
17509363,17728,1
17696587,4168,1
18592526,18265,10
18592526,1084,2
18990837,12899,2
18990837,17166,6
19343828,1345,2
21523826,12370,1
21523826,12899,1
21523826,13881,2
22465954,17943,1
421569,13987,3
2439138,12370,1
2439138,4,1
2439138,12899,2
2439138,10271,2
2439138,3088,1
2439138,3190,20
2439138,16366,3
2936576,11881,2
3384217,16366,1
3394820,12899,1
3449749,10231,1
3449749,10071,1
3471476,18265,7
3647265,8510,4
3647265,8665,2
3719448,6858,2
3719448,8144,1
4494769,6858,2
5143408,16366,3
5143408,6858,10
7315324,8510,2
7315324,11881,6
7315324,8665,12
7537360,4341,2
7537360,17562,2
7537360,12370,2
7602650,18911,2
7911818,12370,1
7911818,10594,1
9278021,12899,1
9278021,8012,1
9278021,18265,1
9386946,3651,41
9386946,12370,1
12989308,18265,33
12989308,18154,3
12989308,3309,2
13075767,3651,2
13075767,4139,2
13300740,13892,2
13300740,1233,2
13417523,16366,1
14271806,18830,6
15892943,10404,1
15998755,19089,3
17268507,12081,2
17268507,8303,2
17268507,18828,1
17617147,12519,2
18277362,16366,1
19748576,12370,1
21132363,17562,1
21795442,18265,2
22485030,6516,1
48957,15521,1
48957,10746,9
48957,6858,2
483755,11614,1
483755,10390,2
483755,10404,14
738015,10594,2
2183862,12370,1
2183862,6337,8
2183862,6320,2
3633069,16366,1
5098813,18265,17
6048219,10265,2
6048219,10302,1
6529000,12370,1
6982336,16773,1
7178466,19230,2
7522003,6858,1
7522003,7997,2
7781500,12003,1
8016520,3650,1
8114746,10656,4
8114746,18853,1
8114746,10641,11
8114746,10746,12
9112563,7953,2
9170002,12899,1
9718163,10746,23
9856541,18253,1
9856541,18265,10
10069722,11885,2
10069722,11886,4
11579424,10275,14
11579424,11039,2
13443478,6482,36
13443478,6494,8
13443478,6571,4
15077846,19656,7
15151319,3651,20
15267039,4374,1
15528803,18265,2
16540697,4516,2
17357062,17489,1
19329053,19415,2
20517057,18264,1
20618822,12370,1
20618822,8815,3
20733766,6858,3
21075633,11881,2
21108547,7354,2
21108547,8144,1
21525659,11881,2
22938809,9329,2
22938809,9385,1
23017873,11772,11
613879,4372,1
957801,10275,1
957801,19085,2
1406157,11039,2
1406157,17887,2
1406157,18265,16
1406157,3309,4
1983506,11371,2
2100795,18265,7
2778439,10128,3
2778439,8433,16
2906475,10656,3
3065060,12370,1
4289384,11772,4
4289384,18265,2
5361850,6349,4
5673133,16366,2
5673133,8144,4
6402214,10746,1
6402214,9258,1
7639788,12899,1
9137961,10137,1
9950289,16205,5
9950289,10746,1
9950289,11772,4
12035825,18265,1
12152562,3309,1
12152562,18265,15
13313936,11039,4
13313936,11019,3
13552085,12899,1
14954718,12370,1
14954718,10265,2
15061649,6645,2
15061649,6444,2
15074594,8144,1
15074594,18265,17
15074594,15623,1
15154971,12340,1
15652219,18265,1
15652219,12370,5
16702180,3651,7
16702180,7712,2
17000874,17166,4
17000874,12899,1
17463039,1127,2
17463039,1076,4
19228109,15457,12
19228109,15455,3
19765311,7378,1
19768519,8347,1
20018450,18265,1
20018450,4516,5
20530985,12370,1
136098,3238,16
136098,3088,1
136098,3190,45
136098,12370,1
360838,8144,1
360838,19447,4
360838,16366,2
509702,11933,15
509702,10447,1
1106325,19089,1
1106325,18853,3
1715942,9843,7
1779677,3304,3
2126844,1127,7
4312406,11196,4
4312406,11412,6
4997607,11772,2
5012191,6858,2
5012191,11772,2
5012191,8302,1
5012191,8144,11
6709040,1084,8
6709040,915,6
7530716,18690,3
7772368,10746,4
7772368,10991,1
7772368,8303,2
9145833,8144,2
9176041,10062,8
9253774,10746,2
9948020,18265,7
10819774,16868,3
11796546,4415,4
11796546,10108,6
11796546,8815,18
11932355,10265,2
12720004,8759,5
12720004,10746,1
12720004,18265,5
12720004,6747,3
12720004,10594,5
12720004,13103,1
12720004,9258,4
12720004,8144,9
12720004,9787,2
12720004,19656,9
12720004,4609,1
12720004,11412,1
12720004,6858,10
12720004,16366,1
12720004,3651,4
12720004,8023,1
12720004,7378,2
12720004,11566,7
12720004,7953,2
12720004,8430,2
12720004,17568,2
13652583,16366,1
13664042,12370,1
15166257,18853,1
15852368,8144,2
16654973,15538,1
16778848,6012,19
17142836,7759,6
17701105,4516,1
18155568,12899,1
18550133,19089,7
19207087,8815,44
19207087,19040,10
19207087,12370,1
21107493,2044,2
21107493,12899,2
21426455,6675,8
21426455,12899,1
21565708,12370,1
21654021,6858,4
22096922,1345,4
1737118,11772,2
2033602,10265,8
2033602,10302,1
3128346,10594,1
3174498,6858,6
3506962,16997,2
4062641,8815,1
4062641,10746,12
6599952,18265,8
6605368,16366,1
6863098,6012,4
6870739,12370,1
6870739,11881,2
6870739,16366,1
7769193,8344,2
7992073,10419,1
7992073,12370,1
7992073,11931,2
7992073,10447,2
7992073,11881,10
7992073,7378,1
7992073,11880,2
9834639,12370,1
9834639,16366,1
9834639,6858,2
10226069,10231,1
10668984,12899,4
10668984,18265,19
10668984,18683,12
10668984,16366,1
13922637,12899,1
13922637,14423,1
13922637,4725,2
13922637,17264,3
13922637,12370,1
13922637,12973,1
13922637,18265,2
14574136,16366,1
14574136,4516,95
14574136,17624,7
14574136,17661,3
14574136,4309,2
14574136,4312,4
14841026,1345,10
14989887,17383,2
14989887,18265,17
15362191,12899,1
15362191,3309,2
15564843,4812,1
15564843,3524,4
15564843,3556,2
16313593,18265,5
16313593,3651,6
17435779,8303,1
17520042,16366,1
18161008,4516,24
18161008,17887,10
18161008,4312,4
18161008,18265,22
18161008,17882,9
18431558,12899,1
19122857,11196,4
19122857,11566,8
19180122,6482,2
20279328,17943,1
20299477,8144,10
20299477,8004,1
20358785,12370,1
20358785,18265,4
21741667,10746,8
21741667,7982,2
21741667,18943,2
22014842,12899,1
23036282,11039,2
23036282,10985,1
23036282,11019,2
875472,8112,1
875472,6856,2
1287432,11881,2
2346445,18265,11
2803760,12370,1
2803760,17445,2
3560362,11881,6
3906657,915,2
4753836,18265,6
5911682,18265,2
6415851,18265,2
7447979,10275,2
7447979,10271,1
7881341,18725,2
8121033,10447,2
8121033,10544,6
8121033,11931,6
8121033,7378,2
8957109,6482,4
8957109,6494,8
9282838,11880,1
9336136,10231,2
11729094,4516,1
12262350,6858,12
12262350,8144,1
13558410,13512,2
13806772,12889,1
14022911,17803,6
14756645,2907,3
15646116,10639,1
15865110,16366,1
17705799,17166,8
17705799,4892,1
19662033,10265,2
19978752,7887,2
20723908,2929,8
20723908,2906,4
481138,197,2
481138,12370,1
494182,18265,2
1098726,10265,32
1098726,10302,23
1515732,8510,2
1515732,12899,2
2326700,10656,6
2326700,8341,2
4060707,913,1
4060707,11176,1
4060707,10594,1
4753161,4892,1
6613822,19656,2
7172184,15840,5
7172184,197,22
7205561,10746,2
8257246,11196,2
8973197,12372,2
9367961,18265,10
9785553,18265,11
10177378,10746,14
10543618,8144,11
12491613,10746,6
13424288,9835,14
13424288,9893,2
13424288,8303,4
13674838,11881,2
13674838,15557,1
15169108,10746,12
15614199,3309,2
19240751,10265,12
20254045,11176,1
20254045,11412,2
20706497,18265,18
20820486,10746,21
20962476,10302,2
20962476,10746,5
20962476,10265,20
20962476,18943,2
22798403,17070,7
22798403,17071,4
23049271,4628,1
20346,6858,2
40185,5727,4
40185,8144,1
40185,5782,1
1473583,7993,2
1473583,8023,2
1473583,8144,1
1473583,6858,6
1579900,18265,10
1579900,17568,1
1642162,6858,4
1661359,6856,1
1661359,6858,8
2829112,197,2
3923646,6856,1
3923646,8023,1
4427101,13087,1
4427101,19656,13
4427101,19627,2
4544792,18265,10
4544792,4341,2
4564718,12370,1
4564718,9516,2
5019278,11772,7
5103307,10746,3
5556264,12370,1
5556264,18265,2
5556264,17489,2
5576380,12899,2
6155248,19089,2
6247643,4516,11
6247643,12370,1
6602801,12370,4
7047298,17887,2
7101387,915,4
7454096,5108,2
7916766,18265,2
9662529,16851,1
12489564,12899,1
12708083,16366,1
12708083,8144,12
12937954,12370,1
12937954,18265,4
15025538,13427,5
15025538,13889,10
15267861,6858,8
15267861,7378,1
15303008,12976,1
16231754,19466,2
17238260,6858,2
17705964,18102,5
17705964,12315,2
17952234,8303,6
17952234,9495,20
17952234,11039,14
17952234,9329,2
17952234,10746,6
17952234,10062,2
18641858,10746,12
18913424,18265,2
19351179,12899,1
19837626,19074,2
20161134,4133,1
20293610,17489,6
20293610,18265,2
20494925,19011,2
21559258,16366,2
22258746,4516,5
701219,12726,1
732860,3651,2
1518375,8144,12
1639452,16957,3
4075246,6858,8
4075246,8144,6
5438537,12899,2
5438537,18265,2
6631984,18827,3
6631984,18690,5
6631984,18853,14
6631984,18828,4
6631984,18844,4
6714158,6858,10
7654920,4341,8
7654920,18265,4
7654920,3651,1
7654920,19017,2
7654920,19074,5
7654920,18690,1
8692980,18853,4
8823307,10594,2
8972376,12976,2
10298569,18265,8
11565848,4892,1
11565848,12370,1
11865910,4516,2
11952984,1674,2
11952984,1728,2
13417258,12370,1
13896119,19805,2
13965576,3651,4
14739743,12899,1
14980159,8144,5
15187101,7250,4
15780841,12899,2
16205599,4516,3
16702700,4628,7
16702700,4477,4
16853113,10265,2
19523651,2158,2
20038294,11517,23
20038294,11371,5
20141740,11772,2
20141740,10594,4
20141740,10746,2
20355838,18265,14
20362057,11880,2
20469994,10265,10
20472930,12332,1
21321290,19040,14
21321290,7354,3
21443383,10594,1
22227728,14942,37
22227728,11194,1
980020,18265,1
1585838,12370,5
2003336,3238,2
3510778,18265,5
4906880,10746,2
5092128,5494,1
5092128,14830,3
5092128,5634,12
5092128,5472,1
5940695,17383,2
5940695,18265,33
6173074,18265,8
7772939,18265,4
8912631,3651,6
9197553,18253,1
10313088,1766,1
10387214,6426,1
10471032,16366,2
10471032,6856,2
10471032,7378,1
10471032,6858,8
10471032,8144,4
11009922,6841,3
11972014,10128,5
12884610,6856,1
12884610,3651,27
13654934,12370,1
13998428,12334,1
14119918,10404,7
15763618,18258,8
15763618,18253,1
15763618,18265,54
15958503,4516,16
16206140,16366,4
16206140,12370,2
17730002,13201,4
19201857,18265,6
19261953,19656,2
19261953,12370,1
21330369,13887,4
23014906,10594,3
23014906,11772,1
23014906,10746,1
829744,12370,1
829744,5848,7
937167,4516,2
1391343,3651,1
1803666,6460,2
2552121,2331,2
2552121,197,2
3781453,3524,1
3781453,6590,1
4179933,18265,48
4584777,11412,2
4864157,4516,43
4864157,19020,1
6497773,19805,1
6497773,19656,21
8140879,8144,1
8365447,14304,1
8365447,13987,1
8806690,18265,2
9642619,4725,4
10295327,12968,1
10295327,18265,6
10295327,19805,20
10295327,19633,2
12382838,16366,1
12382838,7354,1
13001315,16366,1
14572219,16856,3
14974039,913,1
17463793,18911,8
17463793,18863,1
17463793,10265,47
17463793,10181,8
17463793,9787,13
17849515,18265,4
18895030,15762,1
18895030,12899,2
19135365,18265,8
19335489,10265,8
19927606,19230,7
20388378,10985,1
20711706,11772,1
20711706,11880,1
20757559,4892,1
21086762,16366,1
21086762,12899,1
21105791,16753,2
22560906,11772,3
22561616,12370,2
22561616,17562,10
398361,3238,4
533884,13163,1
533884,13701,2
723473,3303,2
1589147,18265,18
2472383,12726,1
2856462,18265,2
3278076,6858,4
3278076,16366,1
3953719,4341,7
3953719,4318,2
4294320,19089,4
4294320,19501,3
4898909,10594,2
6138581,18690,3
6138581,398,4
6138581,19501,1
6720761,19656,18
8161356,3651,1
9042169,3190,2
9541838,18265,4
11106793,3651,14
11733111,19017,1
12999205,10265,2
14354840,9843,1
14354840,12370,1
14621087,17562,4
15500405,12370,1
15623998,4892,1
16261058,9329,2
16461274,8510,5
16461274,10746,1
19864315,7250,1
20077157,16979,10
20077157,17070,4
20077157,16996,4
20077157,16782,4
21900857,18253,2
22245330,9893,8
22247418,16366,1
22254948,19656,4
22826537,12968,1
22826537,10265,2
22923333,10265,1
393114,12899,1
970009,19020,1
1283671,11196,2
3052235,12619,1
3052235,18853,6
3052235,3651,1
3052235,11021,2
3052235,19230,2
5833311,3651,21
6267474,3088,1
10683753,17140,2
11148233,3162,1
11148233,3131,8
12041430,11881,2
12277982,17489,3
13089918,11931,1
13241110,10746,18
13772966,12370,1
14143317,18265,6
14301714,11039,2
14521148,11196,2
15667816,7378,4
15773921,12899,1
15968577,4283,1
16124045,12899,1
16804910,18265,43
16804910,18148,7
18147220,12519,4
18679992,17189,4
18947016,12613,4
19324785,3651,44
20403918,10656,4
21286165,11039,12
21317274,8144,4
21317274,16223,1
137618,915,2
137618,984,2
139546,6701,12
139546,6628,2
487991,11196,8
1208651,4,4
1208651,197,378
1433556,4435,2
2700208,12332,1
3021837,18265,1
3252683,3309,2
3621155,12370,1
3652841,18265,2
5229766,11039,10
5229766,10231,1
5229766,8367,16
5229766,17729,1
5229766,8951,1
5229766,17783,1
5890588,12370,1
6136116,12370,1
6136116,16899,1
6254785,19087,2
8444439,9516,7
8444439,8714,3
9760964,16366,1
9760964,12370,1
11717580,5690,6
11717580,5848,1
12498058,913,1
12498058,12321,1
12498058,1377,1
12498058,12315,2
12498058,1233,44
13569786,12370,1
14081765,16366,1
14361860,3238,10
15747284,7378,97
15747284,16283,2
16114609,18265,2
19156307,12899,1
19156307,12980,1
19258639,12899,1
20484773,11196,2
20484773,11342,8
20484773,11371,2
20484773,11176,1
21741523,3651,6
21741523,17842,4
21741523,12370,1
119621,915,12
119621,67,8
119621,1220,2
440434,11974,2
1280276,10265,4
1280276,12370,1
1280276,12910,1
1438521,6482,3
1438521,6509,2
1438521,6349,14
1974936,10594,2
2222349,6444,7
2222349,6482,19
3181224,7354,10
5053776,10594,1
6582883,6012,1
7716834,13881,2
8180895,12916,2
8254122,10125,4
8254122,7047,1
8254122,10107,2
8824193,10594,1
10783959,7250,2
10803349,16691,1
10924324,5029,2
12604844,4892,1
12604844,8112,2
14929073,10594,13
15275995,6125,2
16080657,1127,4
16080657,915,6
16080657,197,2
16356308,12370,1
16356308,10746,4
17039208,12899,1
17039208,17562,6
17039208,18830,1
17039208,7354,5
17039208,7076,2
17039208,7310,3
17118129,4725,2
17118129,18120,2
17584713,9399,8
17584713,9329,10
17584713,16151,1
17947041,10207,5
17947041,10099,5
17960650,12370,1
17965842,10746,2
17965842,16065,1
17965842,12370,1
18741400,10265,2
18741400,10272,7
18741400,10302,2
21410723,7378,1
22118235,3651,3
22600277,1345,10
22600277,1233,6
22844858,4516,2
481167,7354,12
1289551,12370,1
1289551,16366,1
1289551,8144,26
3041739,6509,2
4414908,19656,7
4414908,12321,1
4638293,19656,14
4784455,6628,2
4784455,10746,2
5007341,17596,2
5007341,12081,1
7221068,6856,1
7345533,17562,2
8220195,18120,1
8220195,18265,16
8220195,18102,12
8452654,8144,13
8452654,1233,2
8452654,16366,1
11232544,16957,2
11232544,16357,1
11966374,17562,4
12080051,6858,2
12156487,3190,8
12156487,3238,6
12156487,1084,39
12156487,1047,1
12156487,1011,4
12156487,197,10
12156487,3092,8
12156487,1127,3
12156487,196,4
12156487,1233,29
12156487,1339,10
12894800,18265,6
13313030,10746,14
13430691,9750,6
13708075,3651,2
13708075,12370,1
13917721,16366,1
14731143,6858,4
15665388,18258,1
16074604,4516,16
18440295,12109,7
19476765,6858,2
20592933,3092,8
20732635,6858,2
20869812,3309,2
21295460,16366,1
21330033,17943,2
23020215,18265,8
116732,12899,2
1744426,6496,8
1744426,6482,8
3395689,8908,1
3395689,9750,18
3395689,19274,1
3395689,5078,1
3395689,10062,32
3472344,10991,1
3593457,16678,1
3909430,915,6
3909430,12370,1
3970476,8510,2
4903125,18265,2
6490450,6858,2
7801515,3304,1
8793204,5694,6
9202505,19233,2
9202505,3556,4
9202505,18265,12
9202505,3539,6
9202505,4219,7
9437015,16366,1
9967068,17887,12
10681280,8144,54
10681280,6858,4
10760846,16366,1
10760846,6858,16
10800828,3651,4
11584273,16672,1
11924676,10544,2
13856855,11995,1
14151179,5088,2
14924025,10641,10
15739322,12370,1
15739322,4309,14
15739322,4341,2
16092872,16366,1
16277896,4701,1
16321883,4516,5
16431509,6856,6
16431509,6858,2
18940770,11772,1
18940770,12550,2
18940770,12548,1
19778217,8144,4
19778217,16366,1
19988247,6482,2
20586451,10746,2
20586451,10215,1
21543849,16366,1
22925391,3561,1
23050195,11039,2
392595,18265,4
1163164,12370,1
1163164,11039,14
1165278,12899,1
2437327,4435,12
2437327,4516,2
2437327,18265,8
2437327,4628,2
2437327,4701,2
2437327,4341,8
2437327,4287,10
3625179,2331,3
3625179,1377,2
4328630,8990,2
5225543,18265,2
6763475,10656,25
6928118,12003,4
6928118,9843,8
6928118,11999,5
6928118,12005,8
7224904,3651,18
7637280,19074,1
8678423,18265,98
8678423,17489,1
9044788,18750,4
9715081,3092,30
9715081,3190,2
10227727,2543,2
12291579,1379,3
12291579,2469,2
14702288,11021,1
14935881,18853,8
14935881,18690,2
16090099,4725,4
16090099,17249,1
16090099,10441,1
16129908,18265,1
16262406,3651,6
16661497,4516,1
16661497,4287,6
16661497,4374,1
16661497,4341,4
16661497,4435,8
16661497,12370,1
17640361,12899,1
18199980,18265,34
19243212,10746,3
19243212,11772,13
19243212,16205,7
19317234,10746,6
20368574,8144,2
20932127,5709,3
1349034,4812,18
1609810,8510,2
2439652,16366,1
2439652,18253,1
4859377,19656,2
4859377,4725,3
4859377,4701,8
4888936,5782,15
5089666,3651,1
5089666,17273,2
6146829,18727,10
7801085,7378,4
7949173,7378,1
8922020,915,2
10650132,10265,44
10650132,12370,1
11009602,12370,1
11009602,11583,1
11009602,12899,2
14267137,12370,1
14267137,19656,3
16575555,17264,1
16575555,16899,5
16695021,12370,1
16695021,4725,12
16695021,12899,1
16772676,18253,1
17741221,10641,6
18277726,11880,1
18277726,11886,2
18277726,11995,4
18277726,12370,3
18970120,10258,2
20630145,16366,1
20630145,6858,4
20961346,13742,2
21529690,18265,2
21570370,18853,6
22141239,9843,2
358312,6012,1
514404,1233,2
818207,16366,1
818207,6858,24
1186195,11974,5
1186195,3651,2
1186195,12370,2
2469847,19230,2
4067480,7229,6
4338159,12370,1
4338159,17673,1
5117652,12899,1
5739535,12899,1
5919354,12370,2
5919354,19656,1
6137703,5782,8
7207729,19089,4
9753264,12370,5
9753264,3651,5
9753264,15389,2
10196512,12899,1
10196512,8144,4
11221794,4628,2
11221794,3651,4
12024553,12081,2
12257910,4516,10
12551452,14214,2
12551452,11019,6
12654676,17568,3
12654676,17887,1
12654676,17882,2
13227643,17761,1
13227643,17620,8
14937700,7178,2
14937700,7250,2
15547056,16366,1
17166144,16366,1
17758701,16957,8
18442509,12370,1
18649823,4206,4
18649823,4309,5
19779842,18265,4
19858226,12899,1
20480746,12370,1
20480746,10265,1
21803939,7378,27
21803939,7045,3
21803939,6856,1
21803939,8144,8
21803939,16366,2
21803939,16774,1
22334663,19034,4
701666,4477,1
701666,11880,1
701666,3309,4
701666,4487,2
1785094,12899,1
1785094,10746,6
2002182,15623,1
3714335,16753,4
3714335,18265,41
3714335,17943,1
3714335,4341,1
3821780,11881,12
3951183,2543,4
5209427,6841,2
5209427,18222,2
5209427,6516,1
5209427,6306,1
5209427,6320,1
5209427,6416,3
5209427,6842,1
5817917,6444,1
5817917,12370,1
6402113,11019,3
6402113,8303,2
6402113,10265,10
6402113,10272,1
6402113,11039,7
6412073,4516,2
6412073,3303,2
6991625,18265,18
7924422,10746,1
11703079,17943,6
13299167,11039,4
13432202,9750,2
13432202,11039,2
14479359,18265,1
15100972,12370,1
15100972,8908,1
15514443,5108,3
15514443,5039,2
15514443,5097,2
16776874,11772,2
17007585,19656,12
19448528,12370,2
19448528,8023,3
19457284,9329,2
20146314,9399,6
20590703,8144,24
20590703,6858,18
21555436,11039,4
21632890,10746,2
21632890,9893,2
136349,197,2
403742,13892,2
705135,4516,2
705135,4341,2
705135,18265,22
1169508,7310,2
1798803,17071,2
1798803,18853,2
1907510,10640,1
1907510,10641,4
2238752,18265,4
2480318,9843,2
3242038,3309,27
3242038,18827,2
3242038,9750,1
3294353,16366,1
4530856,18265,1
7202269,18265,1
7202269,12899,1
7303711,4309,8
7303711,4725,1
7303711,15509,2
7303711,4188,1
7303711,8908,1
7303711,15470,3
7303711,15472,14
7788050,3309,2
8580045,8004,2
11224661,7250,2
11453905,19656,2
11958899,18265,5
14042507,6252,2
14462278,4516,2
15380983,19656,55
15380983,13087,6
17490020,16366,1
17490020,8144,4
19130647,18265,13
20008600,6858,4
20135583,18265,8
20724447,19656,2
20961175,3309,2
22901560,8144,2
945917,7178,1
945917,10442,8
945917,3651,4
1655603,11447,1
1655603,303,11
1675817,10594,1
1884875,5354,2
1884875,5923,4
2789959,19501,6
3725712,8144,2
3826266,15047,1
3826266,16957,2
3826266,10265,3
3826266,7986,1
3826266,3238,10
6525562,16653,1
7583676,17562,2
7982243,18258,12
7982243,18265,42
8261301,9750,1
8261301,9329,2
9386603,14699,2
9386603,12899,1
9603874,10594,5
10580256,4516,1
10580256,5923,1
10662588,6509,1
10662588,6541,2
11966100,10746,1
11966100,1379,2
12292701,18222,2
12670364,19656,1
15853891,8023,1
16209708,8725,4
18159022,10108,2
19175490,19656,1
19677918,17189,1
19677918,9893,1
19677918,17264,1
19698936,6856,1
19698936,12965,1
19710508,8144,1
20158994,7178,2
20981287,3651,10
21634152,12370,1
22334431,11881,12
22334431,11711,1
22334431,10544,2
22334431,11772,2
1922556,6012,1
2024634,18265,1
2128660,13201,1
3193707,6509,1
3636561,9329,1
4648302,16784,4
5492923,12928,1
5719187,19089,1
7619363,16366,2
7674134,9516,1
8268368,1127,1
8351048,12899,1
8351048,2844,8
9078650,18265,8
9833514,3651,4
10198639,6858,7
10988595,17431,2
10988595,12370,1
11581288,10265,8
11999188,3651,2
12284468,12899,1
12284468,3309,10
13242905,16366,1
13242905,6858,8
13878810,11039,12
15469174,18265,1
15775794,19089,18
15775794,19501,10
15775794,4701,2
15846181,3651,2
15846181,3309,2
15884939,3307,1
15884939,8433,8
16101448,17166,4
16101448,17562,2
16557338,18265,45
16557338,17882,7
18867345,18943,2
18867345,7982,1
19211331,18265,2
21528694,12370,1
22971104,2844,2
1102681,19409,1
2002549,10594,1
2370265,11196,5
2704374,6012,1
2704374,8714,11
2704374,8303,6
3405851,16868,4
3405851,16899,4
4016910,15389,2
4016910,3651,1
4016910,19656,1
5150901,19419,2
5439518,5100,8
5439518,8510,2
5439518,8725,2
5468417,3651,4
5475030,10544,1
5757933,13129,4
5757933,13127,31
5936250,18265,12
7301795,3651,6
7646542,16366,1
7871131,18265,2
7984715,913,1
8611065,11196,2
8874495,8367,1
9841964,12795,2
10877196,18265,15
11103091,10656,9
11103091,6012,16
11103091,5923,9
11103091,6252,2
11103091,10265,2
11103091,5075,1
11103091,10286,1
11510601,18853,8
11950369,8714,1
11951911,8144,13
13907945,11601,1
13907945,12370,2
13907945,17562,1
15958509,18732,2
16574612,6509,2
16656202,5391,4
16656202,6012,1
16656202,6125,22
16656202,5923,2
16656202,5108,20
17909138,18265,4
17909138,18257,4
18067149,3651,6
18644853,10746,2
19471357,4516,1
20218258,3651,1
21180187,10181,2
21637268,10656,16
21637268,10641,4
21741513,10062,6
21741513,10746,1
21741513,14202,9
22437103,10265,6
1182617,10265,4
1319642,10593,2
1319642,10746,9
2001841,16366,1
2567496,3651,3
2567496,18853,1
4085613,17421,2
5485733,16806,2
5917821,17189,2
5917821,11881,18
6165645,1233,2
6165645,915,2
6165645,1196,6
7451612,17568,1
7550249,18265,27
