date,store,storeType,weeklySales,storeSize,temperature,regionalFuelPrice,markDown,cpi,unemployment,isHoliday
2/5/10,23,B,1364721.58,114533,15.25,2.788,0,131.5279032,5.892,FALSE
2/5/10,24,A,1388725.63,203819,22.43,2.954,0,131.5279032,8.326,FALSE
2/5/10,25,B,677231.63,128107,21.1,2.784,0,204.2471935,8.187,FALSE
2/5/10,26,A,1034119.21,152513,9.55,2.788,0,131.5279032,8.488,FALSE
2/5/10,27,A,1874289.79,204184,27.19,2.954,0,135.3524608,8.237,FALSE
2/5/10,28,A,1672352.29,206302,49.47,2.962,0,126.4420645,13.975,FALSE
2/5/10,29,B,538634.46,93638,24.36,2.788,0,131.5279032,10.064,FALSE
2/5/10,30,C,465108.52,42988,39.05,2.572,0,210.7526053,8.324,FALSE
2/5/10,31,A,1469252.05,203750,39.05,2.572,0,210.7526053,8.324,FALSE
2/5/10,32,A,1087616.19,203007,34.43,2.58,0,189.3816974,9.014,FALSE
2/5/10,33,A,274593.43,39690,58.4,2.962,0,126.4420645,10.115,FALSE
2/5/10,34,A,956228.96,158114,35.44,2.598,0,126.4420645,9.521,FALSE
2/5/10,35,B,1230613.5,103681,27.19,2.784,0,135.3524608,9.262,FALSE
2/5/10,36,A,467546.74,39910,45.97,2.545,0,209.8529663,8.554,FALSE
2/5/10,37,C,536006.73,39910,45.97,2.572,0,209.8529663,8.554,FALSE
2/5/10,38,C,358496.14,39690,49.47,2.962,0,126.4420645,13.975,FALSE
2/5/10,39,A,1230596.8,184109,44.3,2.572,0,209.8529663,8.554,FALSE
2/5/10,40,A,1001943.8,155083,14.48,2.788,0,131.5279032,5.892,FALSE
2/5/10,41,A,1086533.18,196321,30.27,2.58,0,189.3816974,7.541,FALSE
2/5/10,42,C,543384.01,39690,54.34,2.962,0,126.4420645,9.765,FALSE
2/5/10,43,C,647029.28,41062,47.31,2.572,0,203.0642742,9.521,FALSE
2/5/10,44,C,281090.95,39910,31.53,2.666,0,126.4420645,8.119,FALSE
2/5/10,45,B,890689.51,118221,27.31,2.784,0,181.8711898,8.992,FALSE
2/12/10,1,A,1641957.44,151315,38.51,2.548,0,211.2421698,8.106,TRUE
2/12/10,2,A,2137809.5,202307,38.49,2.548,0,210.8979935,8.324,TRUE
2/12/10,3,B,420728.96,37392,47.93,2.548,0,214.5747916,7.368,TRUE
2/12/10,4,A,2188307.39,205863,28.84,2.573,0,126.4962581,8.623,TRUE
2/12/10,5,B,311825.7,34875,39.81,2.548,0,211.8004698,6.566,TRUE
2/12/10,6,A,1606283.86,202505,40.57,2.548,0,212.7700425,7.259,TRUE
2/12/10,7,B,524104.92,70713,25.9,2.572,0,189.4642725,9.014,TRUE
2/12/10,8,A,994801.4,155078,33.34,2.548,0,214.6214189,6.299,TRUE
2/12/10,9,B,552677.48,125833,37.08,2.548,0,214.8056534,6.415,TRUE
2/12/10,10,B,2176028.52,126512,49.96,2.828,0,126.4962581,9.765,TRUE
2/12/10,11,A,1574684.08,207499,48.01,2.548,0,214.5747916,7.368,TRUE
2/12/10,12,B,1117863.33,112238,47.87,2.946,0,126.4962581,13.975,TRUE
2/12/10,13,A,2030933.46,219622,33.16,2.671,0,126.4962581,8.316,TRUE
2/12/10,14,A,1704218.84,200898,27.73,2.773,0,181.982317,8.992,TRUE
2/12/10,15,B,682447.1,123737,22,2.94,0,131.5866129,8.35,TRUE
2/12/10,16,B,472044.28,57197,20.87,2.572,0,189.4642725,7.039,TRUE
2/12/10,17,B,841951.91,93188,18.36,2.671,0,126.4962581,6.548,TRUE
2/12/10,18,B,1187880.7,120653,26.41,2.771,0,131.5866129,9.202,TRUE
2/12/10,19,A,1536549.95,203819,23.22,2.94,0,131.5866129,8.35,TRUE
2/12/10,20,A,2109107.9,203742,22.12,2.773,0,204.3857472,8.187,TRUE
2/12/10,21,B,809321.44,140167,37.77,2.548,0,210.8979935,8.324,TRUE
2/12/10,22,B,1022571.25,119557,28.14,2.771,0,135.4113076,8.283,TRUE
2/12/10,23,B,1380892.08,114533,18.75,2.771,0,131.5866129,5.892,TRUE
2/12/10,24,A,1414107.1,203819,25.94,2.94,0,131.5866129,8.326,TRUE
2/12/10,25,B,583364.02,128107,19.64,2.773,0,204.3857472,8.187,TRUE
2/12/10,26,A,1015684.09,152513,18.14,2.771,0,131.5866129,8.488,TRUE
2/12/10,27,A,1745362.72,204184,29.81,2.94,0,135.4113076,8.237,TRUE
2/12/10,28,A,1558968.49,206302,47.87,2.946,0,126.4962581,13.975,TRUE
2/12/10,29,B,529672.95,93638,28.14,2.771,0,131.5866129,10.064,TRUE
2/12/10,30,C,497374.57,42988,37.77,2.548,0,210.8979935,8.324,TRUE
2/12/10,31,A,1543947.23,203750,37.77,2.548,0,210.8979935,8.324,TRUE
2/12/10,32,A,1123566.12,203007,28.09,2.572,0,189.4642725,9.014,TRUE
2/12/10,33,A,294882.83,39690,55.47,2.828,0,126.4962581,10.115,TRUE
2/12/10,34,A,994610.99,158114,36.13,2.573,0,126.4962581,9.521,TRUE
2/12/10,35,B,1168815.31,103681,29.81,2.773,0,135.4113076,9.262,TRUE
2/12/10,36,A,469563.7,39910,46.11,2.539,0,209.9970208,8.554,TRUE
2/12/10,37,C,529852.7,39910,46.11,2.548,0,209.9970208,8.554,TRUE
2/12/10,38,C,342214.9,39690,47.87,2.946,0,126.4962581,13.975,TRUE
2/12/10,39,A,1266229.07,184109,44.58,2.548,0,209.9970208,8.554,TRUE
2/12/10,40,A,955338.29,155083,20.84,2.771,0,131.5866129,5.892,TRUE
2/12/10,41,A,1075656.34,196321,23.04,2.572,0,189.4642725,7.541,TRUE
2/12/10,42,C,575709.96,39690,49.96,2.828,0,126.4962581,9.765,TRUE
2/12/10,43,C,682918.99,41062,47.99,2.548,0,203.2010968,9.521,TRUE
2/12/10,44,C,286857.13,39910,33.16,2.671,0,126.4962581,8.119,TRUE
2/12/10,45,B,656988.64,118221,27.73,2.773,0,181.982317,8.992,TRUE
2/19/10,1,A,1611968.17,151315,39.93,2.514,0,211.2891429,8.106,FALSE
2/19/10,2,A,2124451.54,202307,39.69,2.514,0,210.9451605,8.324,FALSE
2/19/10,3,B,421642.19,37392,47.07,2.514,0,214.6198868,7.368,FALSE
2/19/10,4,A,2049860.26,205863,36.45,2.54,0,126.5262857,8.623,FALSE
2/19/10,5,B,303447.57,34875,41.14,2.514,0,211.8471283,6.566,FALSE
2/19/10,6,A,1567138.07,202505,43.58,2.514,0,212.8161546,7.259,FALSE
2/19/10,7,B,506760.54,70713,27.28,2.55,0,189.5340998,9.014,FALSE
2/19/10,8,A,963960.37,155078,39.1,2.514,0,214.6664878,6.299,FALSE
2/19/10,9,B,511327.9,125833,43.06,2.514,0,214.8506185,6.415,FALSE
2/19/10,10,B,2113432.58,126512,58.22,2.915,0,126.5262857,9.765,FALSE
2/19/10,11,A,1503298.7,207499,48.3,2.514,0,214.6198868,7.368,FALSE
2/19/10,12,B,1095421.65,112238,54.83,2.915,0,126.5262857,13.975,FALSE
2/19/10,13,A,1970274.64,219622,35.7,2.654,0,126.5262857,8.316,FALSE
2/19/10,14,A,2204556.7,200898,31.27,2.745,0,182.0347816,8.992,FALSE
2/19/10,15,B,660838.75,123737,27.54,2.909,0,131.637,8.35,FALSE
2/19/10,16,B,469868.7,57197,21.13,2.55,0,189.5340998,7.039,FALSE
2/19/10,17,B,800714,93188,25.06,2.654,0,126.5262857,6.548,FALSE
2/19/10,18,B,1150663.42,120653,30.91,2.747,0,131.637,9.202,FALSE
2/19/10,19,A,1515976.11,203819,28.57,2.909,0,131.637,8.35,FALSE
2/19/10,20,A,2161549.76,203742,25.43,2.745,0,204.4321004,8.187,FALSE
2/19/10,21,B,867283.25,140167,39.75,2.514,0,210.9451605,8.324,FALSE
2/19/10,22,B,988467.61,119557,31.96,2.747,0,135.4657781,8.283,FALSE
2/19/10,23,B,1319588.04,114533,26.7,2.747,0,131.637,5.892,FALSE
2/19/10,24,A,1385362.49,203819,31.05,2.909,0,131.637,8.326,FALSE
2/19/10,25,B,676260.67,128107,24.16,2.745,0,204.4321004,8.187,FALSE
2/19/10,26,A,999348.55,152513,22.62,2.747,0,131.637,8.488,FALSE
2/19/10,27,A,1945070.33,204184,32.44,2.909,0,135.4657781,8.237,FALSE
2/19/10,28,A,1491300.42,206302,54.83,2.915,0,126.5262857,13.975,FALSE
2/19/10,29,B,542399.07,93638,31.96,2.747,0,131.637,10.064,FALSE
2/19/10,30,C,463513.26,42988,39.75,2.514,0,210.9451605,8.324,FALSE
2/19/10,31,A,1473386.75,203750,39.75,2.514,0,210.9451605,8.324,FALSE
2/19/10,32,A,1082559.06,203007,29.16,2.55,0,189.5340998,9.014,FALSE
2/19/10,33,A,296850.83,39690,62.16,2.915,0,126.5262857,10.115,FALSE
2/19/10,34,A,983963.07,158114,38.36,2.54,0,126.5262857,9.521,FALSE
2/19/10,35,B,1270658.64,103681,32.44,2.745,0,135.4657781,9.262,FALSE
2/19/10,36,A,470281.03,39910,45.66,2.472,0,210.0451024,8.554,FALSE
2/19/10,37,C,510382.5,39910,45.66,2.514,0,210.0451024,8.554,FALSE
2/19/10,38,C,327237.92,39690,54.83,2.915,0,126.5262857,13.975,FALSE
2/19/10,39,A,1230591.97,184109,43.96,2.514,0,210.0451024,8.554,FALSE
2/19/10,40,A,916289.2,155083,27.84,2.747,0,131.637,5.892,FALSE
2/19/10,41,A,1052034.74,196321,24.13,2.55,0,189.5340998,7.541,FALSE
2/19/10,42,C,508794.87,39690,58.22,2.915,0,126.5262857,9.765,FALSE
2/19/10,43,C,658997.55,41062,48.77,2.514,0,203.2479796,9.521,FALSE
2/19/10,44,C,267956.3,39910,35.7,2.654,0,126.5262857,8.119,FALSE
2/19/10,45,B,841264.04,118221,31.27,2.745,0,182.0347816,8.992,FALSE
2/26/10,1,A,1409727.59,151315,46.63,2.561,0,211.3196429,8.106,FALSE
2/26/10,2,A,1865097.27,202307,46.1,2.561,0,210.9759573,8.324,FALSE
2/26/10,3,B,407204.86,37392,52.05,2.561,0,214.6475127,7.368,FALSE
2/26/10,4,A,1925728.84,205863,41.36,2.59,0,126.5522857,8.623,FALSE
2/26/10,5,B,270281.63,34875,46.7,2.561,0,211.8771468,6.566,FALSE
2/26/10,6,A,1432953.21,202505,47.1,2.561,0,212.845337,7.259,FALSE
2/26/10,7,B,496083.24,70713,24.91,2.586,0,189.6018023,9.014,FALSE
2/26/10,8,A,847592.11,155078,37.91,2.561,0,214.6940735,6.299,FALSE
2/26/10,9,B,473773.27,125833,43.83,2.561,0,214.8780453,6.415,FALSE
2/26/10,10,B,2006774.96,126512,52.77,2.825,0,126.5522857,9.765,FALSE
2/26/10,11,A,1336404.65,207499,52.79,2.561,0,214.6475127,7.368,FALSE
2/26/10,12,B,1048617.17,112238,50.23,2.825,0,126.5522857,13.975,FALSE
2/26/10,13,A,1817850.32,219622,29.98,2.667,0,126.5522857,8.316,FALSE
2/26/10,14,A,2095591.63,200898,34.89,2.754,0,182.0774691,8.992,FALSE
2/26/10,15,B,564883.2,123737,29.87,2.91,0,131.686,8.35,FALSE
2/26/10,16,B,443242.17,57197,18.12,2.586,0,189.6018023,7.039,FALSE
2/26/10,17,B,749549.55,93188,15.64,2.667,0,126.5522857,6.548,FALSE
2/26/10,18,B,1068157.45,120653,35.42,2.753,0,131.686,9.202,FALSE
2/26/10,19,A,1373270.06,203819,30.33,2.91,0,131.686,8.35,FALSE
2/26/10,20,A,1898193.95,203742,32.32,2.754,0,204.4630869,8.187,FALSE
2/26/10,21,B,749597.24,140167,45.31,2.561,0,210.9759573,8.324,FALSE
2/26/10,22,B,899761.48,119557,35.98,2.753,0,135.5195191,8.283,FALSE
2/26/10,23,B,1198709.65,114533,32.68,2.753,0,131.686,5.892,FALSE
2/26/10,24,A,1158722.74,203819,33.98,2.91,0,131.686,8.326,FALSE
2/26/10,25,B,628516.57,128107,29.16,2.754,0,204.4630869,8.187,FALSE
2/26/10,26,A,855385.01,152513,27.32,2.753,0,131.686,8.488,FALSE
2/26/10,27,A,1390934.27,204184,36,2.91,0,135.5195191,8.237,FALSE
2/26/10,28,A,1542173.33,206302,50.23,2.825,0,126.5522857,13.975,FALSE
2/26/10,29,B,488417.61,93638,35.98,2.753,0,131.686,10.064,FALSE
2/26/10,30,C,472330.71,42988,45.31,2.561,0,210.9759573,8.324,FALSE
2/26/10,31,A,1344354.41,203750,45.31,2.561,0,210.9759573,8.324,FALSE
2/26/10,32,A,1053247.1,203007,26.64,2.586,0,189.6018023,9.014,FALSE
2/26/10,33,A,284052.77,39690,56.5,2.825,0,126.5522857,10.115,FALSE
2/26/10,34,A,905756.13,158114,37.28,2.59,0,126.5522857,9.521,FALSE
2/26/10,35,B,1020651.74,103681,36,2.754,0,135.5195191,9.262,FALSE
2/26/10,36,A,447519.44,39910,50.87,2.52,0,210.0771885,8.554,FALSE
2/26/10,37,C,513615.82,39910,50.87,2.561,0,210.0771885,8.554,FALSE
2/26/10,38,C,334222.73,39690,50.23,2.825,0,126.5522857,13.975,FALSE
2/26/10,39,A,1168582.02,184109,49.79,2.561,0,210.0771885,8.554,FALSE
2/26/10,40,A,863917.41,155083,33.32,2.753,0,131.686,5.892,FALSE
2/26/10,41,A,991941.73,196321,21.84,2.586,0,189.6018023,7.541,FALSE
2/26/10,42,C,491510.58,39690,52.77,2.825,0,126.5522857,9.765,FALSE
2/26/10,43,C,618702.79,41062,48.77,2.561,0,203.2798724,9.521,FALSE
2/26/10,44,C,273079.07,39910,29.98,2.667,0,126.5522857,8.119,FALSE
2/26/10,45,B,741891.65,118221,34.89,2.754,0,182.0774691,8.992,FALSE
3/5/10,1,A,1554806.68,151315,46.5,2.625,0,211.3501429,8.106,FALSE
3/5/10,2,A,1991013.13,202307,47.17,2.625,0,211.0067542,8.324,FALSE
3/5/10,3,B,415202.04,37392,53.04,2.625,0,214.6751386,7.368,FALSE
3/5/10,4,A,1971057.44,205863,43.49,2.654,0,126.5782857,8.623,FALSE
3/5/10,5,B,288855.71,34875,48.89,2.625,0,211.9071653,6.566,FALSE
3/5/10,6,A,1601348.82,202505,49.63,2.625,0,212.8745193,7.259,FALSE
3/5/10,7,B,491419.55,70713,35.86,2.62,0,189.6695049,9.014,FALSE
3/5/10,8,A,881503.95,155078,45.64,2.625,0,214.7216592,6.299,FALSE
3/5/10,9,B,507297.88,125833,48.43,2.625,0,214.9054721,6.415,FALSE
3/5/10,10,B,1987090.09,126512,55.92,2.877,0,126.5782857,9.765,FALSE
3/5/10,11,A,1426622.65,207499,53.96,2.625,0,214.6751386,7.368,FALSE
3/5/10,12,B,1077018.27,112238,53.77,2.987,0,126.5782857,13.975,FALSE
3/5/10,13,A,1939980.43,219622,40.65,2.681,0,126.5782857,8.316,FALSE
3/5/10,14,A,2237544.75,200898,37.13,2.777,0,182.1201566,8.992,FALSE
3/5/10,15,B,605325.43,123737,31.79,2.919,0,131.735,8.35,FALSE
3/5/10,16,B,444181.85,57197,27.92,2.62,0,189.6695049,7.039,FALSE
3/5/10,17,B,783300.05,93188,31.58,2.681,0,126.5782857,6.548,FALSE
3/5/10,18,B,1179738.5,120653,37.17,2.766,0,131.735,9.202,FALSE
3/5/10,19,A,1495844.57,203819,32.92,2.919,0,131.735,8.35,FALSE
3/5/10,20,A,2119213.72,203742,31.75,2.777,0,204.4940734,8.187,FALSE
3/5/10,21,B,747444.32,140167,48.61,2.625,0,211.0067542,8.324,FALSE
3/5/10,22,B,1009201.24,119557,36.82,2.766,0,135.5732602,8.283,FALSE
3/5/10,23,B,1311175.93,114533,33.15,2.766,0,131.735,5.892,FALSE
3/5/10,24,A,1412387.37,203819,36.73,2.919,0,131.735,8.326,FALSE
3/5/10,25,B,665750.06,128107,29.45,2.777,0,204.4940734,8.187,FALSE
3/5/10,26,A,1005669.58,152513,28.6,2.766,0,131.735,8.488,FALSE
3/5/10,27,A,1313729.72,204184,38.07,2.919,0,135.5732602,8.237,FALSE
3/5/10,28,A,1608435.45,206302,53.77,2.987,0,126.5782857,13.975,FALSE
3/5/10,29,B,535087.91,93638,36.82,2.766,0,131.735,10.064,FALSE
3/5/10,30,C,472591.07,42988,48.61,2.625,0,211.0067542,8.324,FALSE
3/5/10,31,A,1384870.51,203750,48.61,2.625,0,211.0067542,8.324,FALSE
3/5/10,32,A,1066566.74,203007,37.72,2.62,0,189.6695049,9.014,FALSE
3/5/10,33,A,291484.89,39690,59.17,2.877,0,126.5782857,10.115,FALSE
3/5/10,34,A,918295.79,158114,42.65,2.654,0,126.5782857,9.521,FALSE
3/5/10,35,B,1162610.27,103681,38.07,2.777,0,135.5732602,9.262,FALSE
3/5/10,36,A,480203.43,39910,51.33,2.574,0,210.1092746,8.554,FALSE
3/5/10,37,C,519255.68,39910,51.33,2.625,0,210.1092746,8.554,FALSE
3/5/10,38,C,372239.89,39690,53.77,2.987,0,126.5782857,13.975,FALSE
3/5/10,39,A,1266254.21,184109,50.93,2.625,0,210.1092746,8.554,FALSE
3/5/10,40,A,990152.28,155083,34.78,2.766,0,131.735,5.892,FALSE
3/5/10,41,A,1063557.49,196321,32.49,2.62,0,189.6695049,7.541,FALSE
3/5/10,42,C,554972.42,39690,55.92,2.877,0,126.5782857,9.765,FALSE
3/5/10,43,C,658600.05,41062,52.89,2.625,0,203.3117653,9.521,FALSE
3/5/10,44,C,284617.27,39910,40.65,2.681,0,126.5782857,8.119,FALSE
3/5/10,45,B,777951.22,118221,37.13,2.777,0,182.1201566,8.992,FALSE
3/12/10,1,A,1439541.59,151315,57.79,2.667,0,211.3806429,8.106,FALSE
3/12/10,2,A,1990483.78,202307,57.56,2.667,0,211.037551,8.324,FALSE
3/12/10,3,B,384200.69,37392,63.08,2.667,0,214.7027646,7.368,FALSE
3/12/10,4,A,1894324.09,205863,49.63,2.704,0,126.6042857,8.623,FALSE
3/12/10,5,B,297293.59,34875,58.5,2.667,0,211.9371839,6.566,FALSE
3/12/10,6,A,1558621.36,202505,58.82,2.667,0,212.9037017,7.259,FALSE
3/12/10,7,B,480452.1,70713,27.25,2.684,0,189.7372075,9.014,FALSE
3/12/10,8,A,860336.16,155078,49.76,2.667,0,214.7492449,6.299,FALSE
3/12/10,9,B,494145.8,125833,55.76,2.667,0,214.932899,6.415,FALSE
3/12/10,10,B,1941346.13,126512,52.33,3.034,0,126.6042857,9.765,FALSE
3/12/10,11,A,1331883.16,207499,64.1,2.667,0,214.7027646,7.368,FALSE
3/12/10,12,B,985594.23,112238,50.11,2.925,0,126.6042857,13.975,FALSE
3/12/10,13,A,1840686.94,219622,37.62,2.733,0,126.6042857,8.316,FALSE
3/12/10,14,A,2156035.06,200898,45.8,2.818,0,182.1628441,8.992,FALSE
3/12/10,15,B,604173.59,123737,41.39,2.938,0,131.784,8.35,FALSE
3/12/10,16,B,445393.74,57197,28.64,2.684,0,189.7372075,7.039,FALSE
3/12/10,17,B,763961.82,93188,29.71,2.733,0,126.6042857,6.548,FALSE
3/12/10,18,B,1138800.32,120653,42.39,2.805,0,131.784,9.202,FALSE
3/12/10,19,A,1467889.2,203819,39.06,2.938,0,131.784,8.35,FALSE
3/12/10,20,A,2010974.84,203742,43.82,2.818,0,204.5250598,8.187,FALSE
3/12/10,21,B,712312.89,140167,57.1,2.667,0,211.037551,8.324,FALSE
3/12/10,22,B,967187.37,119557,43.43,2.805,0,135.6270013,8.283,FALSE
3/12/10,23,B,1408082.96,114533,36.07,2.805,0,131.784,5.892,FALSE
3/12/10,24,A,1309340.16,203819,42.31,2.938,0,131.784,8.326,FALSE
3/12/10,25,B,660619.99,128107,40.05,2.818,0,204.5250598,8.187,FALSE
3/12/10,26,A,963382.09,152513,31.1,2.805,0,131.784,8.488,FALSE
3/12/10,27,A,1925113.12,204184,45.98,2.938,0,135.6270013,8.237,FALSE
3/12/10,28,A,1326877.11,206302,50.11,2.925,0,126.6042857,13.975,FALSE
3/12/10,29,B,519042.49,93638,43.43,2.805,0,131.784,10.064,FALSE
3/12/10,30,C,468189.93,42988,57.1,2.667,0,211.037551,8.324,FALSE
3/12/10,31,A,1366193.35,203750,57.1,2.667,0,211.037551,8.324,FALSE
3/12/10,32,A,1093319.37,203007,39.88,2.684,0,189.7372075,9.014,FALSE
3/12/10,33,A,312161,39690,55.61,3.034,0,126.6042857,10.115,FALSE
3/12/10,34,A,921247.88,158114,42.26,2.704,0,126.6042857,9.521,FALSE
3/12/10,35,B,1150344.39,103681,45.98,2.818,0,135.6270013,9.262,FALSE
3/12/10,36,A,441434.2,39910,61.96,2.619,0,210.1413607,8.554,FALSE
3/12/10,37,C,513015.35,39910,61.96,2.667,0,210.1413607,8.554,FALSE
3/12/10,38,C,342023.92,39690,50.11,2.925,0,126.6042857,13.975,FALSE
3/12/10,39,A,1244391.83,184109,61.88,2.667,0,210.1413607,8.554,FALSE
3/12/10,40,A,899352.4,155083,35.1,2.805,0,131.784,5.892,FALSE
3/12/10,41,A,1023997.71,196321,33.4,2.684,0,189.7372075,7.541,FALSE
3/12/10,42,C,588363.62,39690,52.33,3.034,0,126.6042857,9.765,FALSE
3/12/10,43,C,645386.94,41062,53.67,2.667,0,203.3436582,9.521,FALSE
3/12/10,44,C,272190.83,39910,37.62,2.733,0,126.6042857,8.119,FALSE
3/12/10,45,B,765687.42,118221,45.8,2.818,0,182.1628441,8.992,FALSE
3/19/10,1,A,1472515.79,151315,54.58,2.72,0,211.215635,8.106,FALSE
3/19/10,2,A,1946070.88,202307,54.52,2.72,0,210.8733316,8.324,FALSE
3/19/10,3,B,375328.59,37392,60.42,2.72,0,214.5301219,7.368,FALSE
3/19/10,4,A,1897429.36,205863,55.19,2.743,0,126.6066452,8.623,FALSE
3/19/10,5,B,281706.41,34875,55.46,2.72,0,211.770897,6.566,FALSE
3/19/10,6,A,1693058.91,202505,56.55,2.72,0,212.7351935,7.259,FALSE
3/19/10,7,B,574450.23,70713,29.04,2.692,0,189.734262,9.014,FALSE
3/19/10,8,A,839911,155078,47.26,2.72,0,214.5764954,6.299,FALSE
3/19/10,9,B,485744.61,125833,53.15,2.72,0,214.7597274,6.415,FALSE
3/19/10,10,B,1946875.06,126512,61.46,3.054,0,126.6066452,9.765,FALSE
3/19/10,11,A,1364207,207499,61.51,2.72,0,214.5301219,7.368,FALSE
3/19/10,12,B,972088.34,112238,59.57,3.054,0,126.6066452,13.975,FALSE
3/19/10,13,A,1879794.89,219622,42.49,2.782,0,126.6066452,8.316,FALSE
3/19/10,14,A,2066219.3,200898,48.79,2.844,0,182.0779857,8.992,FALSE
3/19/10,15,B,593710.67,123737,44.69,2.96,0,131.8242903,8.35,FALSE
3/19/10,16,B,504307.35,57197,33.45,2.692,0,189.734262,7.039,FALSE
3/19/10,17,B,752034.52,93188,33.96,2.782,0,126.6066452,6.548,FALSE
3/19/10,18,B,1087507.47,120653,45.42,2.834,0,131.8242903,9.202,FALSE
3/19/10,19,A,1332940.35,203819,43.74,2.96,0,131.8242903,8.35,FALSE
3/19/10,20,A,1951848.43,203742,47.32,2.844,0,204.3782258,8.187,FALSE
3/19/10,21,B,727070,140167,54.68,2.72,0,210.8733316,8.324,FALSE
3/19/10,22,B,966145.09,119557,46.03,2.834,0,135.6682247,8.283,FALSE
3/19/10,23,B,1229008.32,114533,43.01,2.834,0,131.8242903,5.892,FALSE
3/19/10,24,A,1222511.29,203819,46.09,2.96,0,131.8242903,8.326,FALSE
3/19/10,25,B,659795.84,128107,45,2.844,0,204.3782258,8.187,FALSE
3/19/10,26,A,903366.55,152513,35.34,2.834,0,131.8242903,8.488,FALSE
3/19/10,27,A,1700627.97,204184,49.04,2.96,0,135.6682247,8.237,FALSE
3/19/10,28,A,1279819.43,206302,59.57,3.054,0,126.6066452,13.975,FALSE
3/19/10,29,B,496851.6,93638,46.03,2.834,0,131.8242903,10.064,FALSE
3/19/10,30,C,445736.36,42988,54.68,2.72,0,210.8733316,8.324,FALSE
3/19/10,31,A,1332261.01,203750,54.68,2.72,0,210.8733316,8.324,FALSE
3/19/10,32,A,1059781.78,203007,42.43,2.692,0,189.734262,9.014,FALSE
3/19/10,33,A,282235.73,39690,64.6,3.054,0,126.6066452,10.115,FALSE
3/19/10,34,A,892070.82,158114,45.86,2.743,0,126.6066452,9.521,FALSE
3/19/10,35,B,1117536.09,103681,49.04,2.844,0,135.6682247,9.262,FALSE
3/19/10,36,A,428851.99,39910,59.56,2.701,0,209.9803208,8.554,FALSE
3/19/10,37,C,460020.74,39910,59.56,2.72,0,209.9803208,8.554,FALSE
3/19/10,38,C,333025.47,39690,59.57,3.054,0,126.6066452,13.975,FALSE
3/19/10,39,A,1301590.13,184109,58.62,2.72,0,209.9803208,8.554,FALSE
3/19/10,40,A,894865.3,155083,40.54,2.834,0,131.8242903,5.892,FALSE
3/19/10,41,A,1006597.69,196321,36.7,2.692,0,189.734262,7.541,FALSE
3/19/10,42,C,519914.1,39690,61.46,3.054,0,126.6066452,9.765,FALSE
3/19/10,43,C,668098.49,41062,56,2.72,0,203.195159,9.521,FALSE
3/19/10,44,C,269624.2,39910,42.49,2.782,0,126.6066452,8.119,FALSE
3/19/10,45,B,773819.49,118221,48.79,2.844,0,182.0779857,8.992,FALSE
3/26/10,1,A,1404429.92,151315,51.45,2.732,0,211.0180424,8.106,FALSE
3/26/10,2,A,1750197.81,202307,51.26,2.732,0,210.6766095,8.324,FALSE
3/26/10,3,B,359949.27,37392,57.06,2.732,0,214.3241011,7.368,FALSE
3/26/10,4,A,1762539.3,205863,39.91,2.752,0,126.6050645,8.623,FALSE
3/26/10,5,B,273282.97,34875,52.47,2.732,0,211.5718925,6.566,FALSE
3/26/10,6,A,1472033.38,202505,53.74,2.732,0,212.533737,7.259,FALSE
